HexNotation,Hue,Saturation,Value,HueSpectrum,ValueSpectrum,SaturationSpectrum
#006395,200.1665316,100,39.7,Green/Blue,Dark,Brightest
#5B3C2A,21.73452298,36.70704524,28.622288,Red/Orange,Dark,Dull
#DA7C71,6.171337509,58.65729416,62.120988,Red,light,Medium
#548EB4,204.0813519,39.28522928,56.676252,Green/Blue,Mid-Value,Dull
#A0336A,329.972209,51.12685538,39.567241,Red/Purple,Dark,Medium
#4A6C8F,210.3524952,31.41112696,44.776436,Green/Blue,Mid-Value,Dull
#D9C4AB,32.4496064,37.5958053,80.360031,Orange,light,Dull
#EABABF,354.4437194,53.72345074,80.099097,Red/Purple,light,Medium
#255E6A,189.8927396,47.47928717,37.142519,Green/Blue,Dark,Medium
#D19658,30.60418331,57.08895242,66.775935,Orange,light,Medium
#821F39,344.1547036,61.07640643,29.6,Red/Purple,Dark,Bright
#5F262E,352.1071228,42.40665249,23.9,Red/Purple,Dark,Medium
#9C9C9C,25.68947817,0.304573883,64.487186,Red/Orange,light,Dullest
#593546,330.8974527,25.14862736,27.153605,Red/Purple,Dark,Dull
#42596A,205.9386199,22.77988372,36.8,Green/Blue,Dark,Dull
#959C45,65.20221131,38.31260457,62.447015,Yellow,light,Dull
#F48E90,358.6927706,82.34372406,70,Red/Purple,light,Brightest
#FF6075,351.7638334,100,64.92653,Red/Purple,light,Brightest
#473841,321.3183096,11.86699904,25.558481,Red/Purple,Dark,Dullest
#E02F6C,339.3480784,74.61581268,50.88194,Red/Purple,Mid-Value,Bright
#D3BEAA,29.37965867,31.56486022,78.437152,Red/Orange,light,Dull
#BFB7B3,19.65914543,8.557087963,75.070896,Red/Orange,light,Dullest
#72613D,40.38917575,30.45649711,42.013325,Orange,Mid-Value,Dull
#C4BDB2,35.51035647,13.82409828,76.996553,Orange,light,Dullest
#BEBEBE,313.6790083,0.483638603,77.057365,Purple,light,Dullest
#8E7BAF,261.7227392,24.84723767,55.148398,Blue,Mid-Value,Dull
#FFFFF5,60,100,100,Yellow,Lightest,Brightest
#90B2D4,209.5969618,44.1252753,71.406103,Green/Blue,light,Medium
#44454E,233.3426721,6.806408798,29.8,Green/Blue,Dark,Dullest
#DE4F7B,341.2297496,68.77984255,54.715189,Red/Purple,Mid-Value,Bright
#365043,149.8324633,19.43349525,31.925466,Green,Dark,Dullest
#8C2831,354.3046207,55.44696895,32.758042,Red/Purple,Dark,Medium
#E54A69,347.9623417,74.91911327,54.773178,Red/Purple,Mid-Value,Bright
#CBE2EF,201.2872636,52.9027551,88.786092,Green/Blue,Lightest,Medium
#E1B22F,44.28115595,74.77653545,75,Orange,light,Bright
#EF7664,7.786245435,81.83239428,63.686927,Red,light,Brightest
#A8A38E,49.46536199,13.08825253,67.045738,Orange/Yellow,light,Dullest
#C876A8,323.3127121,43.17505704,60.174429,Red/Purple,Mid-Value,Medium
#FF9D00,37.1568517,100,73.460963,Orange,light,Brightest
#F95A2A,13.84311038,95.32350965,59.750895,Red,Mid-Value,Brightest
#27433C,164.7674893,25.87889047,26.3,Green,Dark,Dull
#4B362A,21.47852307,27.56725268,24.894915,Red/Orange,Dark,Dull
#008B7C,173.6518949,100,51,Green/Blue,Mid-Value,Brightest
#898C80,74.02937699,4.819954969,57.801214,Yellow,Mid-Value,Dullest
#009AE7,199.8120605,100,58.318247,Green/Blue,Mid-Value,Brightest
#0082B4,196.611355,100,50.674766,Green/Blue,Mid-Value,Brightest
#D13635,0.429180713,63.35231049,47.723346,Red,Mid-Value,Bright
#50454C,320.0286757,6.817531147,30.9,Red/Purple,Dark,Dullest
#DABD9C,31.18182347,46.23491135,78.425516,Orange,light,Medium
#80866C,73.69918217,10.57227154,55,Yellow,Mid-Value,Dullest
#758286,193.0225421,6.801920157,53.58996,Green/Blue,Mid-Value,Dullest
#9A3F34,6.241839913,49.09752428,39.307396,Red,Dark,Medium
#DF73A5,332.1255697,62.72351013,62.378619,Red/Purple,light,Bright
#AC445E,345.3166108,43.17494228,44.072074,Red/Purple,Mid-Value,Medium
#D12E70,335.8474823,64.01461208,47.957893,Red/Purple,Mid-Value,Bright
#005B90,202.1045737,100,36.333615,Green/Blue,Dark,Brightest
#FFC970,37.53584398,100,84.364441,Orange,Lightest,Brightest
#253D77,222.5270045,52.05663947,27.2,Green/Blue,Dark,Medium
#EEC368,40.84541867,79.66099402,81,Orange,Lightest,Bright
#C4A48B,26.17985772,32.78796585,69.7,Red/Orange,light,Dull
#DB3028,2.810480871,71.58184229,48.809687,Red,Mid-Value,Bright
#1E2A43,220.252164,38.3938034,17.3,Green/Blue,Darkest,Dull
#7CA689,138.7443196,19.01466026,64.533616,Green,light,Dullest
#394F63,208.771643,26.61280554,32.8,Green/Blue,Dark,Dull
#9D326A,328.7536117,51.61816306,38.817315,Red/Purple,Dark,Medium
#6E665F,29.48962556,7.163756892,43.906225,Red/Orange,Mid-Value,Dullest
#3E5773,211.9252045,29.59173858,36.204347,Green/Blue,Dark,Dull
#E69FA6,353.6973579,58.72727109,72.494956,Red/Purple,light,Medium
#369F63,145.8034686,49.23134372,58.776648,Green,Mid-Value,Medium
#775237,25.62544241,36.11327266,38.5,Red/Orange,Dark,Dull
#53B992,156.5103427,42.49545649,68.795024,Green,light,Medium
#605C51,46.87365977,7.977910372,39.451294,Orange/Yellow,Dark,Dullest
#561A27,347.3334524,52.42455303,19.7,Red/Purple,Darkest,Medium
#1B3548,204.7758007,45.29568304,21.363369,Green/Blue,Dark,Medium
#D0A27B,27.45474201,48.07744196,70.233681,Red/Orange,light,Medium
#CB3918,11.18371603,78.85463971,46.7,Red,Mid-Value,Bright
#E8B05E,35.53482122,75.775779,75.675052,Orange,light,Bright
#A9614F,11.56747686,36.00059338,49.113658,Red,Mid-Value,Dull
#472A29,0.997698891,26.23379828,20.688854,Red,Darkest,Dull
#492E41,318.7693169,22.66713716,23,Red/Purple,Dark,Dull
#D1BBCE,308.0902789,19.30656031,78.259133,Purple,light,Dullest
#BA3D35,3.524595596,55.16538317,44.461119,Red,Mid-Value,Medium
#33604F,157.3846845,30.22273138,37.388538,Green,Dark,Dull
#8CE389,118.2292508,61.63816784,83.152416,Yellow/Green,Lightest,Bright
#79A9C4,202.0767778,39.35392192,66.945392,Green/Blue,light,Dull
#936845,27.13540827,35.73629717,48,Red/Orange,Mid-Value,Dull
#7D3E2C,13.29368503,47.23633735,34.148469,Red,Dark,Medium
#8299BF,217.7330373,32.24981769,62.93936,Green/Blue,light,Dull
#BAAA48,51.94732094,45.16253825,69.442705,Orange/Yellow,light,Medium
#A49835,53.77923628,50.79616029,62.412501,Orange/Yellow,light,Medium
#0E332F,174.6290453,55.71892961,18.722565,Green/Blue,Darkest,Medium
#3B262A,350.4305317,20.9429148,18.099069,Red/Purple,Darkest,Dullest
#C32B60,339.1876057,63.32314798,44.633787,Red/Purple,Mid-Value,Bright
#20242D,222.4705228,16.37850614,14.473792,Green/Blue,Darkest,Dullest
#003680,214.5928737,100,23.128198,Green/Blue,Dark,Brightest
#D9253E,351.6122255,70.7688296,47.766918,Red/Purple,Mid-Value,Bright
#3E3F48,235.3111605,7.288887649,27,Green/Blue,Dark,Dullest
#737F8C,211.0867512,9.712163395,52.745757,Green/Blue,Mid-Value,Dullest
#A0D5CE,172.6280727,38.80486674,81.646995,Green/Blue,Lightest,Dull
#202C43,219.0397014,34.57236444,18.3,Green/Blue,Darkest,Dull
#565658,246.0310977,1.354687161,36.9,Blue,Dark,Dullest
#FF5986,343.6563411,100,65.532827,Red/Purple,light,Brightest
#C8C2B4,42.56257553,15.91448717,78.8,Orange,light,Dullest
#9A4735,10.4443768,48.2714156,40.848767,Red,Dark,Medium
#95655A,11.22213182,24.26690357,47.747284,Red,Mid-Value,Dull
#454548,246.8838985,2.049200395,29.563982,Blue,Dark,Dullest
#00668C,196.0634718,100,39.032239,Green/Blue,Dark,Brightest
#7A1A23,354.6442656,64.31650985,27,Red/Purple,Dark,Bright
#745934,34.66471979,37.93377441,39.8,Orange,Dark,Dull
#984689,311.0909006,36.68053296,42.817392,Purple,Mid-Value,Dull
#F4DC6C,49.44776488,86.39393814,87.850039,Orange/Yellow,Lightest,Brightest
#00A0C7,191.8619251,100,61.004207,Green/Blue,light,Brightest
#868C7C,80.51894138,6.606467841,57.572356,Yellow,Mid-Value,Dullest
#884A47,2.810757541,31.24927763,39,Red,Dark,Dull
#F8A91A,38.62857713,94.58020781,75.228576,Orange,light,Brightest
#9CB18C,93.27314532,19.3140781,69.931067,Yellow/Green,light,Dullest
#89896D,59.78669205,11.14224972,56.512535,Orange/Yellow,Mid-Value,Dullest
#724631,18.72135382,39.3680194,34.551445,Red/Orange,Dark,Dull
#6BB44B,101.278485,41.24622591,66.82133,Yellow/Green,light,Medium
#51A1A4,181.7314553,33.65414404,61.854893,Green/Blue,light,Dull
#7CA799,159.9070561,19.91061276,65.448675,Green,light,Dullest
#216385,200.2869363,60.1109923,39.558639,Green/Blue,Dark,Medium
#00486A,198.9081086,100,28.1,Green/Blue,Dark,Brightest
#C81C2E,353.7193611,74.89376839,43.323231,Red/Purple,Mid-Value,Bright
#5A9FAD,189.8031396,33.45877107,61.891113,Green/Blue,light,Dull
#8A447D,310.5909862,34.01426371,39.668848,Purple,Dark,Dull
#A0A8AD,202.2988949,7.136398374,68.548981,Green/Blue,light,Dullest
#1C515F,192.6855819,54.18041803,31.9,Green/Blue,Dark,Medium
#FD5C19,17.65017639,98.35419083,60.54308,Red/Orange,Mid-Value,Brightest
#2AC0BF,179.5018683,63.92543217,71.123374,Green/Blue,light,Bright
#4B432E,43.23190882,23.30022968,28.848661,Orange,Dark,Dull
#939EAC,212.3226773,13.5028467,64.931822,Green/Blue,light,Dullest
#B58D51,36.20641218,40.31136727,61.4,Orange,light,Dull
#FFB200,42.10743177,100,79.181719,Orange,light,Brightest
#6E767F,213.8764758,7.250694313,49.401478,Green/Blue,Mid-Value,Dullest
#E04241,0.566537081,72.65643342,52.208387,Red,Mid-Value,Bright
#AA9F90,33.43046465,13.3794247,66.088203,Orange,light,Dullest
#3D504B,162.9516478,13.71814187,32.599508,Green,Dark,Dullest
#BBB72F,57.9811776,59.62803299,72.788653,Orange/Yellow,light,Medium
#412C27,12.44351731,24.81540501,20.7,Red,Darkest,Dull
#F38989,359.8579669,82.05513493,68.698595,Red/Purple,light,Brightest
#CB516D,346.3771248,54.25805784,51.615673,Red/Purple,Mid-Value,Medium
#FF844D,18.55710454,100,69.635276,Red/Orange,light,Brightest
#B32F25,4.305670221,65.66130829,41.062262,Red,Mid-Value,Bright
#5A4B44,18.81089301,13.62312877,33.49814,Red/Orange,Dark,Dullest
#F5D1CE,4.520299523,68.39495288,87.033959,Red,Lightest,Bright
#DA588C,336.1089371,63.96213627,56.12377,Red/Purple,Mid-Value,Bright
#591B25,350.3386997,53.37434685,20.360122,Red/Purple,Darkest,Medium
#BE6E53,15.12280838,45.50318485,54.969646,Red/Orange,Mid-Value,Medium
#007B86,184.6746288,100,45.370945,Green/Blue,Mid-Value,Brightest
#890028,342.2533356,99.30101774,28.156663,Red/Purple,Dark,Brightest
#E7D3BB,33.19155189,47.64823551,85.77001,Orange,Lightest,Medium
#FCE262,49.7550128,97.16405175,90.001485,Orange/Yellow,Lightest,Brightest
#A19F84,55.01720603,13.74872978,65.218254,Orange/Yellow,light,Dullest
#606F89,217.9557353,17.45214148,46.7,Green/Blue,Mid-Value,Dullest
#21393A,181.7996702,27.25927481,22.503662,Green/Blue,Dark,Dull
#C9B578,44.8353102,43.30625833,74.3,Orange,light,Medium
#B66891,328.0824895,34.95796632,54.009855,Red/Purple,Mid-Value,Dull
#998469,33.48254533,18.98701275,56.5224,Orange,Mid-Value,Dullest
#DE3148,351.9809149,72.69450097,49.896324,Red/Purple,Mid-Value,Bright
#A97362,14.13014819,29.05208442,53.672247,Red,Mid-Value,Dull
#BCAD82,44.19651269,30.22359792,71.051102,Orange,light,Dull
#BDB047,52.99461196,47.58948526,71.228238,Orange/Yellow,light,Medium
#4B3E3A,14.61400048,12.90063503,27.752598,Red,Dark,Dullest
#2D3F4D,205.8745928,25.81200151,26,Green/Blue,Dark,Dull
#454E7F,231.128245,29.17256755,34.710296,Green/Blue,Dark,Dull
#CA4E8A,330.9155545,54.24668122,51.838979,Red/Purple,Mid-Value,Medium
#DBC48F,41.59953719,51.91547211,80,Orange,light,Medium
#2D2350,253.0195076,39.24699838,17.27252,Blue,Darkest,Dull
#473E33,33.08261069,16.53016087,27,Orange,Dark,Dullest
#A79790,17.09937374,11.88294103,63.790833,Red/Orange,light,Dullest
#FECB62,40.56791729,99.35161748,84.571784,Orange,Lightest,Brightest
#004751,187.4215409,100,26.889664,Green/Blue,Dark,Brightest
#DE9EAC,346.9077897,49.70962329,71.834973,Red/Purple,light,Medium
#9F1F35,349.7652209,67.31416763,35.330426,Red/Purple,Dark,Bright
#1F292C,192.9493053,16.76472446,16,Green/Blue,Darkest,Dullest
#F8AC29,38.09433695,93.94773197,76.089794,Orange,light,Brightest
#4C2D58,283.1759026,31.94838441,24.2666,Purple,Dark,Dull
#7C6233,38.255197,41.18693726,43.196319,Orange,Mid-Value,Medium
#3C4652,213.3620556,15.10642621,29.5,Green/Blue,Dark,Dullest
#C7A2A6,352.4163265,24.78741751,70.063534,Red/Purple,light,Dull
#50322A,14.00019374,31.21556118,24.451618,Red,Dark,Dull
#8A974A,69.61243232,33.89032652,60,Yellow,Mid-Value,Dull
#974B7A,322.5042783,33.30311782,43,Red/Purple,Mid-Value,Dull
#604956,325.4893384,13.1872926,34.141386,Red/Purple,Dark,Dullest
#008583,179.2107053,100,48.775038,Green/Blue,Mid-Value,Brightest
#843E29,13.89417616,51.87835248,35.3,Red,Dark,Medium
#342A29,6.622049464,11.79939576,18.3,Red,Darkest,Dullest
#A1BD7A,85.06487851,33.65599478,73.271484,Yellow,light,Dull
#F19925,34.03980832,88.72150995,70.837145,Orange,light,Brightest
#F07C1A,27.32928362,88.23744255,64.32332,Red/Orange,light,Brightest
#475E3A,98.92490916,24.03213214,37.531702,Yellow/Green,Dark,Dull
#C594B8,315.757388,30.07195436,67.011455,Red/Purple,light,Dull
#726C62,35.70280276,7.827294062,46,Orange,Mid-Value,Dullest
#99484E,355.4542853,35.83258019,41.4,Red/Purple,Mid-Value,Dull
#3C5574,213.7544334,31.79372059,35.542712,Green/Blue,Dark,Dull
#A8AEAC,154.811495,3.300444791,70.765814,Green,light,Dullest
#AF492D,12.70863488,58.72100703,44.557835,Red,Mid-Value,Medium
#733F5C,326.0448364,28.85124974,34.194948,Red/Purple,Dark,Dull
#F8E599,48.02315234,87.18304086,90.977907,Orange/Yellow,Lightest,Brightest
#526346,94.90603984,17.40251304,40.093528,Yellow/Green,Dark,Dullest
#CEAFA3,16.1405997,31.03963724,73.967562,Red/Orange,light,Dull
#334178,228.271228,40.14978281,29.094841,Green/Blue,Dark,Dull
#3D5A3F,124.1108968,19.45202229,35.561708,Green,Dark,Dullest
#B72173,327.1969651,69.30673379,41.890185,Red/Purple,Mid-Value,Bright
#AFB3AE,108.3712327,3.502275442,72.820414,Yellow/Green,light,Dullest
#8E8988,3.964097814,2.54621513,57.649516,Red,Mid-Value,Dullest
#007747,155.7820162,100,43.408694,Green,Mid-Value,Brightest
#5B5B3E,59.76102206,18.76621017,38.279824,Orange/Yellow,Dark,Dullest
#A4929C,325.3542389,9.097618311,62.472544,Red/Purple,light,Dullest
#E2B66F,36.72700642,67.25418093,76.722693,Orange,light,Bright
#647170,173.4235823,5.996282564,46.9,Green/Blue,Mid-Value,Dullest
#DAAF92,23.94388248,49.7987574,74.806248,Red/Orange,light,Medium
#006F96,195.610618,100,42.733422,Green/Blue,Mid-Value,Brightest
#1B8DAF,193.5590795,72.69656087,54.694251,Green/Blue,Mid-Value,Bright
#C44C2F,11.78510713,61.26502179,48.656648,Red,Mid-Value,Bright
#273E71,221.0271562,48.37948982,27.292283,Green/Blue,Dark,Medium
#7ECFC8,174.7969397,46.0616485,78.14999,Green/Blue,light,Medium
#B27C87,348.1575235,25.82551749,57.832597,Red/Purple,Mid-Value,Dull
#F5D4AE,32.45019074,79.02654098,87.009339,Orange,Lightest,Bright
#B281AB,308.8998952,24.12037243,60.162616,Purple,Mid-Value,Dull
#89BB6F,99.4010003,36.20735729,71.178401,Yellow/Green,light,Dull
#4E616C,202.4697595,15.92351752,40.069177,Green/Blue,Dark,Dullest
#29323F,216.318789,20.62677947,20.749735,Green/Blue,Darkest,Dullest
#7BD577,117.0916882,53.31059004,78.179008,Yellow/Green,light,Medium
#D8BFBF,0.90179334,24.88138667,79.636586,Red,light,Dull
#D5E69A,73.31265346,60.51506228,88.550864,Yellow,Lightest,Medium
#FFD347,45.92708658,100,86.54226,Orange/Yellow,Lightest,Brightest
#5F7DAD,216.6800211,32.68325815,52.189249,Green/Blue,Mid-Value,Dull
#3E374A,261.7176035,14.64601703,24.8,Blue,Dark,Dullest
#B29DA9,326.5212739,12.03617065,67.019237,Red/Purple,light,Dullest
#5B748B,208.6109226,20.67773179,48,Green/Blue,Mid-Value,Dullest
#AB1A2C,352.6541335,73.26117537,37.289193,Red/Purple,Dark,Bright
#CEC6B3,42.72621815,21.37065692,80.3,Orange,light,Dull
#865641,18.65642274,34.8209553,41.6,Red/Orange,Mid-Value,Dull
#FF854D,18.85612921,100,70.496594,Red/Orange,light,Brightest
#EDE7D7,42.73175133,38.3847176,91.769868,Orange,Lightest,Dull
#1E3565,220.6327664,54.21008864,23,Green/Blue,Dark,Medium
#D7B361,41.72787536,59.97899221,74.805557,Orange,light,Medium
#8F9D97,153.8513981,6.657974577,63.828023,Green,light,Dullest
#952746,343.1108136,58.18039724,34.812416,Red/Purple,Dark,Medium
#3D2C23,19.9695173,27.20246788,19.797313,Red/Orange,Darkest,Dull
#5C2735,344.0499812,39.58793053,23.891765,Red/Purple,Dark,Dull
#FF5B2B,13.61757285,100,60.792686,Red,Mid-Value,Brightest
#868870,64.42741394,9.691553895,56.108904,Yellow,Mid-Value,Dullest
#6591A3,197.4701961,25.42982057,58,Green/Blue,Mid-Value,Dull
#173F72,213.5591648,66.17473388,26.807994,Green/Blue,Dark,Bright
#403428,28.7719514,22.79652455,22.8,Red/Orange,Dark,Dull
#C080A7,323.6952348,34.22354336,61.402037,Red/Purple,light,Dull
#3A3A3C,228.7899774,1.805575453,24.764556,Green/Blue,Dark,Dullest
#8E7158,27.93906852,23.67579862,50,Red/Orange,Mid-Value,Dull
#512E38,341.6513842,27.70429896,23.767435,Red/Purple,Dark,Dull
#4F533A,69.47441224,17.49487381,34.477323,Yellow,Dark,Dullest
#1F4B71,207.7740489,56.40869353,31.041966,Green/Blue,Dark,Medium
#F0C165,39.71079183,83.23682499,80.818474,Orange,light,Brightest
#576F43,92.70036962,24.16817135,44,Yellow/Green,Mid-Value,Dull
#EBC448,45.66151859,80.44635761,80.665658,Orange/Yellow,light,Bright
#008199,189.4909237,100,47.558646,Green/Blue,Mid-Value,Brightest
#722B65,310.9134519,45.01577212,30.184527,Purple,Dark,Medium
#FBB070,27.78176464,95.47328718,78.029796,Red/Orange,light,Brightest
#293048,227.7036261,26.53750698,20.41399,Green/Blue,Darkest,Dull
#FF7D00,29.62444104,100,67.815739,Red/Orange,light,Brightest
#D62331,355.3722781,71.61963007,46.838544,Red/Purple,Mid-Value,Bright
#D1A052,36.69959084,57.82367325,69,Orange,light,Medium
#741323,350.5946683,71.08020802,24.933714,Red/Purple,Dark,Bright
#707073,251.6897905,1.425132147,47.43618,Blue,Mid-Value,Dullest
#222426,218.164536,5.763541962,14.2,Green/Blue,Darkest,Dullest
#B2682E,26.29013981,58.80618037,51.580835,Red/Orange,Mid-Value,Medium
#262729,225.5178385,3.350525958,15.950421,Green/Blue,Darkest,Dullest
#CABEB6,25.96201366,15.90628405,77.938219,Red/Orange,light,Dullest
#571C25,350.6583432,50.21583875,20.206375,Red/Purple,Darkest,Medium
#6A4480,278.5315596,30.00476794,35.851681,Purple,Dark,Dull
#954455,347.5738674,37.27848417,40.109034,Red/Purple,Dark,Dull
#681522,350.6976834,65.3141415,22.550496,Red/Purple,Dark,Bright
#006C9F,199.3751889,100,42.009371,Green/Blue,Mid-Value,Brightest
#435859,183.5956253,13.90113733,36,Green/Blue,Dark,Dullest
#6B7570,150.81227,4.589211888,48.6,Green,Mid-Value,Dullest
#DE2C2E,359.4222394,73.05676169,49.034372,Red/Purple,Mid-Value,Bright
#453A29,37.24865896,25.5280973,25.3,Orange,Dark,Dull
#FBB727,40.77994106,96.86400915,78.953926,Orange,light,Brightest
#233F76,220.0770309,53.83404116,27.530706,Green/Blue,Dark,Medium
#8AAE40,79.51226728,46.20132504,66.653159,Yellow,light,Medium
#263965,222.2561461,44.83498052,24.819653,Green/Blue,Dark,Medium
#202021,227.2047812,1.492571589,12.5,Green/Blue,Darkest,Dullest
#A77C4B,32.22016736,37.91053184,55.478108,Orange,Mid-Value,Dull
#44302B,13.17694012,22.78528377,22.303164,Red,Dark,Dull
#C65020,17.28552346,71.569616,49.521418,Red/Orange,Mid-Value,Bright
#909490,119.606085,1.885852801,61,Yellow/Green,light,Dullest
#3B3941,251.6512272,6.129850392,24.684075,Blue,Dark,Dullest
#29394B,211.6571358,29.06966496,23.5,Green/Blue,Dark,Dull
#88A1A5,187.8780094,13.99625026,64.782457,Green/Blue,light,Dullest
#3B412E,78.93902335,17.53602834,26.7,Yellow,Dark,Dullest
#2C3135,204.8147053,9.350363849,20.2,Green/Blue,Darkest,Dullest
#7E3F46,353.5943451,33.09120922,35,Red/Purple,Dark,Dull
#3C375A,249.7665781,24.31897622,25.234275,Blue,Dark,Dull
#638335,84.48277777,42.08009938,51.153481,Yellow,Mid-Value,Medium
#9AA968,74.26879848,27.5367053,66.966902,Yellow,light,Dull
#21273E,226.4355767,29.97679119,16.492396,Green/Blue,Darkest,Dull
#EF9FBB,339.1341721,72.6050424,74.133193,Red/Purple,light,Bright
#FCB440,36.95923926,97.65264997,78.518562,Orange,light,Brightest
#FCB173,27.26938208,95.83426139,78.183282,Red/Orange,light,Brightest
#E4D7B7,42.4926161,45.75695129,86.377841,Orange,Lightest,Medium
#494849,271.5448575,0.595552766,31.006635,Purple,Dark,Dullest
#007060,171.8264888,100,41.773324,Green/Blue,Mid-Value,Brightest
#1B3134,186.716964,31.56401427,19,Green/Blue,Darkest,Dull
#895845,16.38691855,32.93133767,42.449685,Red/Orange,Mid-Value,Dull
#444635,65.98818119,13.5935695,29.15383,Yellow,Dark,Dullest
#A38D6E,34.69779088,22.56793022,60,Orange,Mid-Value,Dull
#6A5530,38.68923761,37.61649835,37.755157,Orange,Dark,Dull
#0A4251,193.2012123,78.15215917,25.471813,Green/Blue,Dark,Bright
#DCC2A8,30.36542195,42.81603882,80.258775,Orange,light,Medium
#989289,35.0613126,7.035253784,61,Orange,light,Dullest
#706F72,269.5948056,1.474607695,47.126581,Blue,Mid-Value,Dullest
#7E95BC,217.8233613,31.93966109,61.344033,Green/Blue,light,Dull
#303360,235.6122925,33.57042923,23.399314,Green/Blue,Dark,Dull
#1069A3,203.5307633,82.06825941,42.749907,Green/Blue,Mid-Value,Brightest
#1F5172,203.6106814,56.50654194,33,Green/Blue,Dark,Medium
#009FC6,191.834063,100,60.435569,Green/Blue,Mid-Value,Brightest
#B1B66D,64.24463841,33.37027231,72.217578,Yellow,light,Dull
#4F2029,348.6877997,42.41356678,19.7,Red/Purple,Darkest,Medium
#FB8596,351.1940935,94.78753687,69.226331,Red/Purple,light,Brightest
#A3B884,84.00345349,27.01469576,72.296802,Yellow,light,Dull
#9A4D6A,337.3981766,33.30515968,43.182722,Red/Purple,Mid-Value,Dull
#46665B,160.112202,18.16814699,40.707369,Green,Dark,Dullest
#D6265E,340.7631336,69.72217645,47.675086,Red/Purple,Mid-Value,Bright
#A19E9C,21.58446018,2.839384795,65.456738,Red/Orange,light,Dullest
#EFDEBD,39.68433793,62.630079,89.365234,Orange,Lightest,Bright
#6D7F60,96.00261365,13.68238216,51.237873,Yellow/Green,Mid-Value,Dullest
#46332E,11.76144114,20.65669563,23.3,Red,Dark,Dullest
#9C2A24,3.20101741,62.63570095,35.917171,Red,Dark,Bright
#3B2C24,21.50981104,23.59320818,19.868017,Red/Orange,Darkest,Dull
#00565D,184.2966003,100,32.468295,Green/Blue,Dark,Brightest
#644B80,267.8697178,25.7674278,36.895246,Blue,Dark,Dull
#58595D,225.6780459,2.366254141,38.2,Green/Blue,Dark,Dullest
#C1D2BD,109.2778582,19.27632395,82.674181,Yellow/Green,Lightest,Dullest
#898C7E,70.58241563,5.448606274,57.782049,Yellow,Mid-Value,Dullest
#B5C675,73.05583554,41.79190267,77.175288,Yellow,light,Medium
#198590,185.7593212,69.92581305,50.855835,Green/Blue,Mid-Value,Bright
#D5A148,37.75169837,63.21748385,69.8,Orange,light,Bright
#1D3453,214.6866593,47.40939098,21.606985,Green/Blue,Dark,Medium
#C99661,30.36069698,49.11088395,65.912104,Orange,light,Medium
#92494E,355.8725019,32.95983803,40.5,Red/Purple,Dark,Dull
#DBC8C5,7.381922313,23.35085725,82.156383,Red,Lightest,Dull
#3C3347,266.3683117,16.53285707,23.1033,Blue,Dark,Dullest
#29323C,212.1841451,18.3757296,20.466522,Green/Blue,Darkest,Dullest
#C35627,18.15375661,66.48714249,50.229455,Red/Orange,Mid-Value,Bright
#DE598D,336.2989155,66.80083615,56.800025,Red/Purple,Mid-Value,Bright
#6D4226,23.58218852,47.76875202,32.808472,Red/Orange,Dark,Medium
#A56837,26.70413807,50.10981991,49.849761,Red/Orange,Mid-Value,Medium
#CF8328,32.57998581,67.08094933,61.504969,Orange,light,Bright
#FACBA2,27.64222128,91.41123857,84.995916,Red/Orange,Lightest,Brightest
#854C42,9.132431941,33.50625037,39,Red,Dark,Dull
#81854A,64.02070391,28.62210447,54.204215,Yellow,Mid-Value,Dull
#D5243C,351.9233743,70.86130666,46.810338,Red/Purple,Mid-Value,Bright
#85A4C3,209.8052125,34.00197481,66.39398,Green/Blue,light,Dull
#E4C19E,29.67141018,57.48045129,80.42645,Red/Orange,light,Medium
#4E2338,330.548906,38.36323469,20.607718,Red/Purple,Darkest,Dull
#7B3B6C,314.0750219,34.83840567,35.035999,Purple,Dark,Dull
#224C71,207.8851878,53.61518737,31.434495,Green/Blue,Dark,Medium
#8F5C7E,319.807441,21.44954325,45.93919,Red/Purple,Mid-Value,Dull
#BDA076,35.31673293,35.23286508,67.7,Orange,light,Dull
#C9BCA6,38.58024462,24.16320823,77,Orange,light,Dull
#254746,179.2402175,31.12274503,27.846639,Green/Blue,Dark,Dull
#F1CB34,47.68742562,87.81752689,82.840415,Orange/Yellow,Lightest,Brightest
#006D97,196.4247873,100,42.295452,Green/Blue,Mid-Value,Brightest
#BAA480,37.30772167,29.82106215,68.685138,Orange,light,Dull
#556A7D,209.2938905,18.61818938,43.901299,Green/Blue,Mid-Value,Dullest
#AB7F8E,340.1667228,20.50677459,58.014997,Red/Purple,Mid-Value,Dullest
#51BFBB,177.9483671,46.45373895,71.557762,Green/Blue,light,Medium
#954385,311.5068728,38.01674621,41.421541,Purple,Mid-Value,Dull
#005767,188.9945606,100,33,Green/Blue,Dark,Brightest
#B25F2B,23.23655191,60.46290063,49.515763,Red/Orange,Mid-Value,Medium
#A28B47,44.70635874,39.19652931,58.784665,Orange,Mid-Value,Dull
#42587E,217.3029874,31.06620008,37.505216,Green/Blue,Dark,Dull
#4C393F,341.2081844,14.66361929,26.4,Red/Purple,Dark,Dullest
#A0C3D3,198.9433883,36.92091226,76.869646,Green/Blue,light,Dull
#F2D8B9,32.97384758,70.08317693,88.022046,Orange,Lightest,Bright
#454548,239.1792984,2.335248469,29.469149,Green/Blue,Dark,Dullest
